# D  excess(D) = (u^[D] - 1/2)  for N=1200, D=0..500
# Columns: D  excess(D)
93	7.22883640492624009e-04
94	6.85772326840137277e-04
95	6.38388568141564435e-04
96	6.06868571195990129e-04
97	5.69729303254221261e-04
98	5.41670995530501198e-04
99	5.13298795265255156e-04
100	4.76987764747412700e-04
101	4.53095088366861664e-04
102	4.24485212278642851e-04
103	4.03111096123940076e-04
104	3.81040420818985152e-04
105	3.52551284490296385e-04
106	3.34617112185437533e-04
107	3.11681329196843463e-04
108	2.96426567410790470e-04
109	2.78433304671228373e-04
110	2.64834178759581931e-04
111	2.51075526303674434e-04
112	2.33445913186507598e-04
113	2.21846202403333450e-04
114	2.07944041104309870e-04
115	1.97554441786822551e-04
116	1.86822089086453175e-04
117	1.72953046940244222e-04
118	1.64222889107535128e-04
119	1.53048848158701992e-04
120	1.45615341984020998e-04
121	1.36843302958767330e-04
122	1.30210026680464982e-04
123	1.23498441085805104e-04
124	1.14890394377226669e-04
125	1.09224560993253963e-04
126	1.02432521158743234e-04
127	9.73535970806725843e-05
128	9.21076773724373472e-05
129	8.53232904436411526e-05
130	8.10501662115804063e-05
131	7.55815548939740113e-05
132	7.19404554747937107e-05
133	6.76458489205770030e-05
134	6.43951889930459675e-05
135	6.11086936242367403e-05
136	5.68910759186065263e-05
137	5.41109160651498112e-05
138	5.07827406835965715e-05
139	4.82902553230978422e-05
140	4.57203708212148085e-05
141	4.23958324393486095e-05
142	4.02953793247932078e-05
143	3.76169431189362667e-05
144	3.58267149333367467e-05
145	3.37251865357869591e-05
146	3.21285046386849397e-05
147	3.05235067249801377e-05
148	2.84657103931838730e-05
149	2.70966534607162759e-05
150	2.54787644986080439e-05
151	2.42546995825617468e-05
152	2.30149689022246873e-05
153	2.14227899988086721e-05
154	2.03750106846781151e-05
155	1.91168688451972564e-05
156	1.81758224977929688e-05
157	1.72026019550635663e-05
158	1.59424105893514189e-05
159	1.51493290048821489e-05
160	1.41320423950075311e-05
161	1.34551306691976309e-05
162	1.26550020760587395e-05
163	1.20494571516618416e-05
164	1.14361094293737489e-05
165	1.06480589667378209e-05
166	1.01293673149631025e-05
167	9.50643128859489850e-06
168	9.04035323517377025e-06
169	8.55832783224949951e-06
170	7.93392029586800887e-06
171	7.54088182675509177e-06
172	7.03667862942498797e-06
173	6.70107331812471637e-06
174	6.30438628634079329e-06
175	6.00405110590581091e-06
176	5.69988869858749160e-06
177	5.30895555128359566e-06
178	5.05153183933785076e-06
179	4.74244014915779923e-06
180	4.51106281510745820e-06
181	4.27185182080129640e-06
182	3.96188871154385990e-06
183	3.76663970823704949e-06
184	3.51631864097507592e-06
185	3.34955798351070562e-06
186	3.15260343523918090e-06
187	3.00336255609608999e-06
188	2.85236020641917020e-06
189	2.65824466358446474e-06
190	2.53023149643536926e-06
191	2.37678424774056639e-06
192	2.26175483926491238e-06
193	2.14306075896260511e-06
194	1.98926568691128589e-06
195	1.89208112188757520e-06
196	1.76797313071362144e-06
197	1.68497571962174577e-06
198	1.58743967880205759e-06
199	1.51326228120927903e-06
200	1.43865028031320773e-06
201	1.34285205916239966e-06
202	1.27908767914082606e-06
203	1.20365410530904195e-06
204	1.14653119541654002e-06
205	1.08864077679671892e-06
206	1.01419082339853009e-06
207	9.65179461771540733e-07
208	9.06265300275795329e-07
209	8.62164496985866772e-07
210	8.16527006548578518e-07
211	7.57355007707162496e-07
212	7.20112089151113657e-07
213	6.72282351606380339e-07
214	6.40442255885054255e-07
215	6.02772332492613907e-07
216	5.74240661444228389e-07
217	5.45325652786860763e-07
218	5.08130772957002791e-07
219	4.83641064694031483e-07
220	4.54202516889948876e-07
221	4.32161059056360940e-07
222	4.09352877017587954e-07
223	3.79773978019877689e-07
224	3.61153123856869515e-07
225	3.37240500275155141e-07
226	3.21317549757049750e-07
227	3.02481776700018550e-07
228	2.88210915867919398e-07
229	2.73751302317295456e-07
230	2.55147584269809722e-07
231	2.42893490694950174e-07
232	2.28168094003303063e-07
233	2.17138032490877304e-07
234	2.05729013760693314e-07
235	1.90930801680117135e-07
236	1.81608114003581186e-07
237	1.69644880660263264e-07
238	1.61672199494412470e-07
239	1.52249493934448009e-07
240	1.45104954819977676e-07
241	1.37873036253355818e-07
242	1.28567901096817562e-07
243	1.22429652994019395e-07
244	1.15066685580105790e-07
245	1.09543962120068097e-07
246	1.03842861319980193e-07
247	9.64492894999377532e-08
248	9.17766056105736134e-08
249	8.58046463518743403e-08
250	8.18095022808454562e-08
251	7.71117138749681340e-08
252	7.35369124490972164e-08
253	6.99398336472944051e-08
254	6.53176446752812630e-08
255	6.22401548428835409e-08
256	5.85972909841635696e-08
257	5.58372002559977716e-08
258	5.30390147807922647e-08
259	4.94375663413118100e-08
260	4.70661421699773755e-08
261	4.42138176426789490e-08
262	4.20776387036252715e-08
263	3.98662112055443027e-08
264	3.69967377782220578e-08
265	3.51905425386780410e-08
266	3.28692558073884965e-08
267	3.13235574347872835e-08
268	2.94938718906380259e-08
269	2.81073636318858984e-08
270	2.67017723883620817e-08
271	2.48924082430142090e-08
272	2.37008342007442128e-08
273	2.22676854249164405e-08
274	2.11941679869809895e-08
275	2.00829425121121626e-08
276	1.86408458370479623e-08
277	1.77329212066086094e-08
278	1.65662386696437215e-08
279	1.57891646996894908e-08
280	1.48695041282317066e-08
281	1.41724114231996516e-08
282	1.34658956373069948e-08
283	1.25563146482778748e-08
284	1.19570550022733026e-08
285	1.12365939998466999e-08
286	1.06967087929812248e-08
287	1.01381135083548080e-08
288	9.41312741015774043e-09
289	8.95634911075257343e-09
290	8.36986817764592124e-09
291	7.97891817175571805e-09
292	7.51667479230030604e-09
293	7.16604131597351958e-09
294	6.81103206879996247e-09
295	6.35398731568770724e-09
296	6.05242537115697732e-09
297	5.69054659164909774e-09
298	5.41900513540188221e-09
299	5.13862635205381806e-09
300	4.77480636681736607e-09
301	4.54484300306942067e-09
302	4.25080236401303615e-09
303	4.05403931239181199e-09
304	3.82259533094793915e-09
305	3.64640335742002596e-09
306	3.46908114860267536e-09
307	3.24110600831115734e-09
308	3.08927696742613928e-09
309	2.90950227626588685e-09
310	2.77323535761141779e-09
311	2.63506787312510604e-09
312	2.45714562617101208e-09
313	2.33995766524274204e-09
314	2.19897026841241672e-09
315	2.09333623393028425e-09
316	1.98397127335534421e-09
317	1.84199165126278744e-09
318	1.75259751394971897e-09
319	1.63768679421232455e-09
320	1.56113849588600666e-09
321	1.47052041356147469e-09
322	1.40181619052068022e-09
323	1.33217117732441591e-09
324	1.24247925656723153e-09
325	1.18338044615820518e-09
326	1.11230912359054668e-09
327	1.05903933877540010e-09
328	1.00391345407988884e-09
329	9.32343548793783106e-10
330	8.87248523540445762e-10
331	8.29329751241303408e-10
332	7.90715878996919208e-10
333	7.45048709104664533e-10
334	7.10400506862282402e-10
335	6.75313769007600565e-10
336	6.30128798837932323e-10
337	6.00312528686537347e-10
338	5.64522640450655344e-10
339	5.37662024614771759e-10
340	5.09921947737342182e-10
341	4.73915499343833257e-10
342	4.51156034821737655e-10
343	4.22045009838099048e-10
344	4.02562962942257147e-10
345	3.79640767243194180e-10
346	3.62187623533478449e-10
347	3.44619006436917526e-10
348	3.22025467528516065e-10
349	3.06977682240732928e-10
350	2.89154617625985266e-10
351	2.75643023416541775e-10
352	2.61939783974691951e-10
353	2.44288721507060289e-10
354	2.32663165472206430e-10
355	2.18671246533862227e-10
356	2.08186969184866474e-10
357	1.97329166209498097e-10
358	1.83229323802489220e-10
359	1.74353230197498872e-10
360	1.62937412535456022e-10
361	1.55333554427563757e-10
362	1.46327628994796460e-10
363	1.39499530539479295e-10
364	1.32575027909351702e-10
365	1.23654852001259683e-10
366	1.17778970995862430e-10
367	1.10707721861817154e-10
368	1.05408405066723947e-10
369	9.99209601027844297e-11
370	9.27944473781828516e-11
371	8.83072375933059616e-11
372	8.25372306685896783e-11
373	7.86930105717007179e-11
374	7.41410429940808278e-11
375	7.06890474673302559e-11
376	6.71892314683915177e-11
377	6.26804728979023558e-11
378	5.97093023328420634e-11
379	5.61352602966973524e-11
380	5.34558439300335164e-11
381	5.06826161183587060e-11
382	4.70809136005206113e-11
383	4.48114496006372924e-11
384	4.18956939132426101e-11
385	3.99515438113863360e-11
386	3.76517242493924995e-11
387	3.59064380380515173e-11
388	3.41388027156628150e-11
389	3.18617061908003975e-11
390	3.03589626390590949e-11
391	2.85547016510486478e-11
392	2.72003116719617270e-11
393	2.58013653336407154e-11
394	2.39849686361818846e-11
395	2.28367840830339508e-11
396	2.13677464652200838e-11
397	2.03844971067756753e-11
398	1.92273731911189238e-11
399	1.83461441637722684e-11
400	1.74589649957635143e-11
401	1.63177003268726929e-11
402	1.55575125831554858e-11
403	1.46569229298650541e-11
404	1.39740532638233352e-11
405	1.32814050672212978e-11
406	1.23889450376595093e-11
407	1.18010934130850458e-11
408	1.10934212469109519e-11
409	1.05630588535638432e-11
410	1.00137245268566021e-11
411	9.30015418569775934e-12
412	8.85093752712073724e-12
413	8.27302708224663800e-12
414	7.88805263592251205e-12
415	7.43199885513711066e-12
416	7.08616368727238304e-12
417	6.73540156998374075e-12
418	6.28342357194378447e-12
419	5.98567350441789843e-12
420	5.62727259586896389e-12
421	5.35863435603140990e-12
422	5.08042291107301564e-12
423	4.71901210782797617e-12
424	4.49144334398619178e-12
425	4.19874244788283136e-12
426	4.00371365525208374e-12
427	3.77273410882387423e-12
428	3.59753909944738350e-12
429	3.41989605924533403e-12
430	3.19098231991282260e-12
431	3.04012146909263818e-12
432	2.85861317678721569e-12
433	2.72251633575140431e-12
434	2.58163715708613023e-12
435	2.39862470670761124e-12
436	2.28330350497392162e-12
437	2.13510600984752329e-12
438	2.03628234282059818e-12
439	1.91935846001745280e-12
440	1.83061236828139609e-12
441	1.74071982984781737e-12
442	1.62489087003929574e-12
443	1.54844497612465812e-12
444	1.45664333432394436e-12
445	1.38772060646883513e-12
446	1.31652227782288029e-12
447	1.22405586632610047e-12
448	1.16560382438058853e-12
449	1.09080117477475406e-12
450	1.04072988540423238e-12
451	9.81794340608291983e-13
452	9.36903651689744061e-13
453	8.91705184464411834e-13
454	8.33548834020315668e-13
455	7.94808169948517939e-13
456	7.48904537423941251e-13
457	7.14092895853400940e-13
458	6.78779121881548641e-13
459	6.33267845346893936e-13
460	6.03288252285294496e-13
461	5.67191528882473282e-13
462	5.40135155174508178e-13
463	5.12107917975586822e-13
464	4.75693033377192485e-13
465	4.52768165783683624e-13
466	4.23269397266617239e-13
467	4.03617270201550452e-13
468	3.80332970235303161e-13
469	3.62673425257843886e-13
470	3.44760545826382067e-13
471	3.21673793008391131e-13
472	3.06463955289983895e-13
473	2.88152839357664197e-13
474	2.74425960980335893e-13
475	2.60208465252677930e-13
476	2.41735272376547752e-13
477	2.30103042341245621e-13
478	2.15138580006064165e-13
479	2.05166882050345599e-13
480	1.93355267891450129e-13
481	1.84395069632683258e-13
482	1.75308829086936425e-13
483	1.63597795009126506e-13
484	1.55879407578983464e-13
485	1.46591558871260816e-13
486	1.39626540563359448e-13
487	1.32416083228269623e-13
488	1.23047283339997719e-13
489	1.17143604511302885e-13
490	1.09555455926475286e-13
491	1.04495014095664794e-13
492	9.85068717966153983e-14
493	9.39612266304991277e-14
494	8.93564567265233790e-14
495	8.34219616981966353e-14
496	7.95050192241616555e-14
497	7.48005804777207002e-14
498	7.12681543297208235e-14
499	6.76187682926894217e-14
500	6.28783526947446364e-14
